asin,price
33,37
42,12
23,33
15,15
21,1
27,3
31,21
28,28
39,32
48,10
28,0
18,5
40,36
46,1
23,49
7,11
3,32
41,4
40,30
22,38
23,10
11,19
15,41
3,40
29,19
31,21
36,1
2,7
21,13
22,13
37,15
42,16
17,5
21,49
17,4
24,40
9,46
29,10
2,31
4,44
8,8
41,40
16,39
12,18
45,38
27,26
14,17
1,46
43,37
42,22
2,31
21,10
6,43
3,42
13,43
44,14
34,14
30,25
32,45
11,44
49,10
13,46
11,41
6,22
49,0
30,2
24,19
1,44
34,38
47,24
30,39
39,18
38,10
38,39
36,42
38,44
8,16
40,21
44,49
10,7
8,36
47,5
49,20
35,13
10,18
33,46
18,46
1,43
3,0
9,40
30,17
13,48
47,14
45,4
25,9
9,35
10,10
49,42
7,8
26,21
21,34
11,19
4,28
36,17
39,42
37,2
8,3
42,5
9,26
27,35
20,21
28,31
20,39
30,45
41,31
45,19
28,46
11,6
7,7
45,39
17,8
14,0
26,10
41,23
2,47
11,21
11,31
49,4
13,42
39,7
31,29
19,3
46,0
35,8
6,36
28,1
12,0
24,11
13,48
5,32
19,32
18,42
35,31
32,8
19,49
34,48
23,49
22,20
16,21
19,2
25,38
39,28
21,48
14,49
7,31
41,30
29,33
46,11
25,32
30,12
31,10
13,29
45,19
44,0
16,2
7,16
3,1
43,48
39,47
34,20
26,19
22,27
42,9
33,46
9,44
29,30
10,46
19,6
25,1
29,9
45,5
49,10
44,17
30,32
19,9
38,37
18,5
36,49
44,0
32,42
39,29
3,34
33,40
1,38
49,12
41,31
10,2
31,9
18,45
26,33
26,31
11,10
1,23
42,46
14,28
30,36
35,26
26,4
27,1
17,17
21,48
32,46
30,42
1,29
23,17
3,13
20,14
12,31
30,21
1,16
48,43
12,39
10,46
8,13
15,31
48,8
46,37
14,6
34,30
30,0
46,7
14,39
14,48
29,39
43,40
37,29
23,47
41,22
0,29
46,27
8,44
37,26
48,13
12,13
2,20
6,45
11,48
45,22
21,0
19,36
42,7
0,15
22,40
17,26
32,25
29,45
14,25
45,46
39,36
32,29
29,49
19,4
2,25
0,4
5,14
41,27
15,48
42,4
41,22
41,16
16,43
22,35
36,43
7,27
7,46
4,49
22,22
28,48
11,2
20,17
13,36
28,4
22,3
31,34
3,3
2,19
40,19
9,14
33,4
3,3
0,48
45,43
4,9
26,13
10,17
23,8
47,16
17,38
32,9
14,49
18,7
14,42
47,3
0,44
35,2
13,32
43,14
44,32
20,48
29,5
10,29
19,4
43,44
10,9
25,2
43,32
44,11
6,34
0,16
45,6
11,30
16,43
4,12
10,18
20,40
2,29
26,34
7,47
24,0
23,28
45,18
3,13
34,15
29,34
35,19
40,18
39,15
45,46
15,9
19,46
29,46
38,49
34,11
3,9
3,39
45,26
18,14
0,21
3,30
17,2
11,18
11,32
31,21
3,29
16,11
32,24
0,14
6,13
49,5
37,38
26,10
31,14
10,7
24,10
17,25
5,29
36,13
2,42
14,35
27,5
19,6
48,31
14,19
47,0
36,47
30,7
11,14
26,7
20,17
36,17
1,40
40,3
37,37
36,6
11,14
9,24
47,3
13,38
38,35
43,49
25,30
6,28
16,45
17,36
0,28
4,14
26,19
0,39
26,8
33,23
40,10
33,27
26,37
6,29
13,7
0,10
33,11
21,12
18,15
30,22
4,5
24,31
21,9
46,15
40,45
9,41
41,10
2,38
20,45
12,37
25,14
29,9
33,39
26,21
12,10
14,8
36,34
42,22
43,21
45,20
22,10
13,23
28,16
36,38
19,36
30,3
9,46
10,5
25,19
9,34
26,45
42,37
8,14
18,5
41,8
23,16
14,3
13,14
48,22
9,7
3,0
38,45
44,30
45,44
7,12
4,9
46,23
18,3
44,22
11,36
23,8
27,15
0,11
15,42
18,32
11,32
21,37
10,13
34,10
36,20
45,0
44,0
14,23
14,29
16,35
4,29
18,7
38,4
15,31
26,23
2,40
47,28
47,25
17,41
19,36
34,26
3,12
21,23
7,24
17,27
1,6
9,40
25,16
28,48
40,45
44,31
10,40
4,28
3,38
31,9
20,45
18,10
8,44
49,22
36,4
7,46
41,24
6,45
35,10
18,32
19,5
15,32
23,3
19,47
45,13
16,26
29,0
27,21
40,44
30,43
29,1
34,36
8,24
27,4
27,33
39,49
31,26
6,36
3,21
6,8
29,28
36,31
29,43
21,11
39,49
13,6
14,15
26,2
31,47
8,49
17,33
38,1
2,16
21,9
36,37
26,28
43,13
37,18
39,33
21,41
1,42
20,23
20,43
19,26
26,38
30,5
24,38
33,14
33,10
22,1
44,38
44,43
1,23
39,32
18,47
6,21
46,39
15,36
11,4
41,47
36,47
0,8
2,16
25,15
0,36
26,40
24,14
42,17
22,19
12,37
33,39
20,4
47,10
31,27
7,35
24,31
21,25
3,35
45,49
45,13
10,30
39,30
40,6
43,11
18,21
19,42
14,46
48,37
18,40
42,16
10,44
34,49
21,20
11,42
25,16
23,5
14,47
1,41
7,5
44,27
47,47
29,23
20,42
43,7
35,49
48,25
49,23
17,32
14,40
46,8
48,47
22,19
11,21
46,18
40,45
37,49
2,17
48,33
44,7
25,19
30,23
48,23
2,14
10,41
23,22
42,27
25,43
17,6
26,41
19,3
4,4
15,36
9,36
36,8
4,1
39,4
13,49
36,6
12,47
28,37
12,33
0,39
22,9
26,44
37,22
25,29
15,27
47,42
38,15
24,36
27,10
20,47
11,4
28,29
44,28
13,13
40,1
13,32
45,49
30,6
37,14
17,20
2,27
2,42
3,42
17,43
3,4
24,23
10,6
11,1
47,34
2,16
31,46
24,28
20,42
12,38
38,1
37,11
15,8
28,45
10,42
13,47
40,30
26,49
28,13
23,20
24,29
13,2
45,35
25,8
20,15
20,49
14,1
30,18
40,2
40,42
49,25
0,0
43,23
19,0
11,38
8,19
39,38
3,0
1,0
42,21
9,46
7,10
13,11
3,3
23,42
17,11
26,27
8,22
33,10
31,3
23,15
6,3
31,12
43,40
21,47
41,10
2,21
44,12
49,39
36,8
48,39
37,4
40,13
9,35
4,23
7,24
25,22
10,46
29,27
0,33
15,11
34,0
2,25
10,46
33,38
11,9
48,2
3,28
27,25
4,41
14,22
46,36
25,7
11,46
14,30
14,40
41,3
2,35
14,21
45,25
33,25
6,26
11,3
23,24
49,20
15,0
47,43
2,7
20,36
6,7
21,45
3,19
3,17
24,33
25,25
48,48
47,49
9,45
44,0
6,23
38,38
24,42
44,3
2,30
21,20
5,7
20,40
29,7
25,11
8,42
11,21
28,28
33,11
35,26
30,48
7,26
34,27
48,37
28,35
25,45
23,26
43,34
18,9
3,32
15,0
40,46
19,18
47,40
7,6
18,37
18,48
19,29
4,12
23,7
3,6
28,17
29,29
35,6
14,48
21,46
0,2
40,7
7,41
24,21
48,34
13,44
15,23
1,40
28,27
23,25
1,15
8,13
47,20
47,11
35,13
7,40
12,3
22,32
37,17
22,28
34,35
22,33
47,49
11,4
6,29
35,19
1,2
7,14
42,35
17,23
18,13
42,3
31,36
23,19
5,8
3,33
13,34
23,12
17,30
9,34
32,33
27,26
3,21
41,3
38,18
15,13
40,41
42,44
32,22
17,49
20,28
14,27
17,14
17,27
2,25
46,31
36,27
5,23
12,48
25,21
47,10
21,49
33,32
25,0
6,21
26,5
0,0
44,6
20,5
48,41
41,8
22,7
9,1
30,24
33,6
36,45
38,33
4,22
40,4
13,22
5,45
3,19
25,1
5,47
14,35
28,12
33,48
5,19
29,21
16,8
30,32
11,48
27,37
39,2
14,5
49,1
36,39
46,7
41,15
34,46
2,6
37,19
20,10
29,46
16,6
37,0
30,15
23,23
27,1
46,4
10,15
36,4
29,25
10,37
10,4
36,42
12,45
26,13
17,30
37,9
10,49
32,46
14,9
12,37
3,39
21,12
19,3
27,12
28,42
35,32
5,36
21,18
40,11
41,18
39,11
40,8
17,46
29,32
47,36
30,9
27,9
18,38
39,10
16,20
30,34
25,49
2,41
46,35
12,36
26,13
33,37
9,9
14,15
10,46
22,8
2,5
23,44
41,6
45,19
48,35
49,3
0,49
32,27
18,21
2,14
6,13
32,17
16,43
41,37
35,0
22,23
42,16
34,19
29,16
44,7
10,27
8,26
34,41
8,11
15,26
15,32
25,28
26,47
22,35
46,10
27,21
35,9
32,48
18,39
4,23
25,38
30,39
24,34
24,21
25,18
44,23
37,3
23,20
38,44
30,44
21,46
3,14
30,19
22,2
9,25
12,9
45,28
31,9
12,3
2,33
42,45
18,47
32,31
35,45
49,47
42,11
30,32
48,9
4,27
23,10
23,10
24,20
20,19
44,33
33,15
25,19
13,36
4,6
40,26
5,35
26,2
15,1
29,15
44,46
18,42
36,1
20,49
39,34
39,2
37,38
19,9
39,0
25,37
4,2
39,20
27,20
14,10
38,29
45,27
32,23
15,1
24,3
10,15
22,8
42,6
5,16
27,37
2,37
24,2
0,14
15,6
20,40
19,47
41,33
34,10
29,25
35,40
7,0
10,27
37,46
11,8
47,7
35,22
11,38
38,18
30,33
9,1
4,48
6,15
39,37
44,43
41,4
1,5
2,15
20,12
23,44
34,26
45,34
5,4
34,24
13,2
37,32
19,23
21,37
44,47
1,10
15,26
14,0
48,11
6,39
18,36
33,26
33,0
20,0
49,17
19,7
35,7
47,3
11,32
21,37
8,12
3,18
29,42
0,24
33,23
7,47
38,40
25,34
7,12
41,36
0,4
32,25
35,49
10,15
0,7
19,15
35,5
12,8
3,6
47,8
43,20
34,26
20,36
41,11
42,28
38,7
48,35
44,32
29,48
25,20
47,16
21,47
38,0
43,0
27,25
46,31
13,26
42,39
41,38
21,3
45,42
28,18
30,33
25,45
25,28
36,31
14,41
47,2
6,41
16,9
47,32
32,11
11,43
43,1
23,39
23,47
27,33
16,28
15,27
7,10
37,1
9,2
34,25
40,40
47,29
16,19
47,18
11,26
30,24
10,46
0,45
0,20
24,35
24,12
18,43
39,12
48,41
12,22
37,37
32,26
32,7
12,33
7,6
4,44
35,20
34,32
38,21
18,36
21,3
7,1
6,43
25,45
24,1
10,30
17,15
17,0
42,46
31,42
37,31
28,27
33,15
48,26
3,34
46,44
40,10
34,39
15,39
44,7
20,19
28,19
15,11
2,30
37,32
39,9
26,20
22,19
41,19
12,1
41,13
20,33
13,32
32,33
20,48
0,23
37,18
3,30
19,20
17,2
0,25
19,15
8,17
20,28
19,16
10,8
27,5
48,29
46,10
7,25
31,49
19,11
18,43
45,28
36,24
36,8
14,10
22,33
3,19
20,4
14,12
2,25
19,45
27,6
23,6
20,6
14,48
7,22
16,44
31,10
47,48
26,6
16,44
6,8
23,47
10,26
19,41
13,37
1,33
39,38
9,32
48,42
2,11
26,12
29,40
32,19
21,45
35,46
31,39
36,19
0,34
17,4
27,18
37,21
25,5
48,9
34,36
1,36
37,18
5,15
8,33
34,10
47,44
39,8
42,23
4,35
37,0
29,17
17,48
8,22
31,33
28,26
31,34
10,35
42,2
42,21
39,17
27,40
15,16
0,40
22,9
23,21
22,31
46,5
27,47
37,42
26,7
31,22
43,20
32,46
24,48
44,9
4,8
22,14
34,14
39,48
15,46
19,26
17,15
29,46
12,45
47,15
4,45
10,31
15,31
30,44
21,0
17,5
5,38
39,36
44,30
33,4
28,30
32,20
14,16
0,41
37,22
31,32
37,33
46,42
16,6
12,0
9,19
1,20
17,23
26,31
43,18
7,3
18,12
18,22
11,5
39,26
7,16
20,24
39,14
27,28
18,30
44,9
9,47
23,29
16,34
39,21
43,32
31,11
48,47
18,20
11,2
21,6
27,7
12,28
10,24
27,1
14,17
29,16
33,12
31,26
14,0
14,23
20,4
23,3
29,33
7,27
34,34
6,8
6,44
11,21
5,3
46,48
5,9
0,10
27,33
33,14
46,4
45,37
37,14
23,33
25,29
46,49
6,45
24,0
36,35
30,34
30,40
36,37
26,44
0,8
41,48
49,34
45,20
1,22
42,44
48,2
15,17
23,19
13,1
46,32
16,23
4,28
5,49
6,5
6,15
44,5
1,34
11,8
31,46
15,3
41,47
33,6
8,23
21,44
31,41
22,12
7,29
20,11
24,30
38,26
19,5
48,26
21,33
26,0
19,23
41,25
43,37
11,33
49,29
32,31
7,45
44,24
24,49
5,3
15,45
12,41
48,23
17,32
2,23
7,14
10,35
34,31
13,46
40,41
9,19
21,21
45,26
14,46
4,46
25,17
45,16
25,38
48,4
18,31
8,27
46,20
1,31
20,34
17,6
14,35
36,9
7,39
21,7
21,12
25,3
41,1
42,37
13,31
4,12
5,40
23,20
13,31
17,40
18,19
28,30
21,20
7,20
42,26
49,6
38,27
6,20
48,26
0,47
27,44
25,11
21,11
5,8
6,28
11,26
11,37
44,45
27,48
45,6
0,15
45,13
32,8
28,25
44,30
49,14
17,47
35,41
17,3
44,47
1,15
48,4
17,33
15,13
27,21
17,30
15,49
37,32
29,45
8,39
45,46
11,0
11,38
7,5
33,18
27,10
27,9
0,46
5,12
37,37
46,6
16,21
33,45
4,2
48,41
3,23
28,42
28,27
44,39
20,10
12,25
28,43
45,1
28,5
20,29
5,33
17,0
19,7
16,38
38,45
10,49
40,11
11,1
13,0
5,27
43,29
7,19
29,30
16,23
19,37
39,37
45,21
36,3
22,13
6,48
19,32
19,17
3,15
46,12
40,26
19,32
21,6
44,43
16,38
22,26
9,11
7,5
33,28
49,44
10,30
23,37
7,36
15,8
29,12
43,36
40,13
41,25
35,47
2,8
27,18
43,48
28,18
38,23
7,31
32,28
44,16
9,24
24,48
44,36
9,9
44,4
36,40
46,18
29,38
20,37
4,12
35,25
9,2
42,0
15,32
28,9
0,11
40,27
23,21
2,33
13,30
45,23
7,33
39,13
4,41
20,31
10,26
37,21
30,14
34,42
2,49
0,46
8,24
9,5
10,0
6,15
12,40
6,28
13,36
32,43
21,6
27,25
47,23
18,43
26,12
3,24
34,29
41,17
43,48
21,41
9,11
15,4
20,42
21,32
12,48
23,26
37,26
4,18
27,22
45,7
16,0
26,36
12,16
11,49
35,39
30,15
20,38
11,30
32,4
5,26
48,25
29,17
29,15
49,41
22,5
42,0
12,21
36,27
29,18
28,10
9,19
43,28
17,18
5,31
48,16
20,22
3,8
1,17
25,32
9,41
32,2
39,22
11,10
25,26
4,4
38,23
10,17
22,6
8,12
8,17
28,25
44,4
47,0
35,20
6,26
25,6
10,17
44,19
18,26
24,8
16,3
29,28
39,46
40,0
12,6
29,0
33,40
26,29
42,9
32,24
23,45
22,15
40,39
5,26
4,39
44,40
17,3
38,29
46,47
10,37
13,32
46,46
47,27
27,3
39,29
15,45
29,30
49,26
28,5
5,25
26,49
11,11
46,30
40,34
34,14
41,8
29,16
41,1
49,29
43,41
46,46
43,23
31,1
2,32
48,21
37,7
23,43
7,2
15,28
35,33
39,25
37,38
47,1
16,39
3,9
21,44
11,41
28,30
2,30
47,47
36,49
15,46
28,46
45,0
0,40
29,12
49,19
1,18
42,44
18,16
43,27
14,2
46,6
18,0
16,27
31,40
18,21
27,16
23,19
19,30
6,19
30,13
0,9
2,15
44,45
45,18
44,47
15,20
23,6
11,25
10,44
49,27
47,36
7,41
39,34
25,37
34,45
22,24
3,14
2,27
46,40
25,8
24,10
28,16
39,10
38,43
27,31
28,0
17,5
1,26
49,9
7,2
18,27
0,21
36,12
14,33
16,24
3,6
28,3
36,43
14,13
41,39
18,9
41,0
4,24
14,21
33,13
25,39
29,7
2,33
35,17
3,39
42,9
13,33
10,42
4,32
14,32
8,34
34,37
26,42
35,39
40,21
2,29
7,29
35,45
36,14
7,32
4,2
29,39
19,38
43,44
0,28
1,46
0,44
45,8
27,45
19,3
25,47
6,43
11,6
25,24
49,35
9,1
33,22
43,42
20,19
4,10
33,10
47,1
1,16
18,44
9,36
0,11
18,3
15,39
29,45
7,12
21,36
31,25
12,38
41,8
26,47
15,18
0,29
47,7
45,45
24,1
32,18
25,33
5,36
20,20
41,30
2,0
23,0
32,11
0,12
48,37
27,37
7,6
41,36
39,11
22,11
45,35
10,42
8,23
20,3
0,37
27,12
15,16
37,27
27,13
21,13
44,11
46,49
13,15
21,8
1,12
11,5
22,27
3,40
44,29
44,34
33,34
11,44
20,46
45,38
36,34
15,33
15,47
49,13
18,38
45,22
39,40
33,11
27,20
32,46
15,30
44,45
1,18
30,25
45,31
25,32
27,20
20,49
34,30
48,3
17,13
19,30
33,35
3,43
11,9
42,3
4,17
37,42
44,28
24,40
35,26
31,13
22,48
31,32
3,47
7,23
33,35
46,37
16,37
29,21
8,3
16,29
10,6
43,3
17,40
45,40
27,45
10,29
3,12
7,47
24,29
27,13
3,2
3,15
38,33
23,29
15,28
20,41
39,1
15,9
31,18
14,2
23,46
9,26
20,9
35,29
31,39
47,25
7,32
7,31
40,12
45,27
17,12
39,33
21,21
11,33
20,3
10,21
46,14
36,18
6,16
39,39
42,11
28,24
38,21
34,7
13,16
34,15
10,9
36,8
28,43
0,43
18,38
37,2
49,49
35,15
2,27
12,14
41,43
40,43
39,7
35,46
38,7
5,9
23,44
5,14
48,13
42,48
17,41
14,28
46,23
26,23
18,17
49,9
13,26
48,46
44,44
41,47
36,44
17,1
49,16
15,28
18,3
7,23
48,23
28,10
38,3
19,6
22,24
20,33
26,43
23,8
0,27
10,13
11,5
2,41
9,10
13,21
18,3
42,32
34,29
36,39
23,8
31,8
11,14
20,22
38,4
39,19
14,5
43,20
4,20
16,41
26,14
43,38
4,48
35,44
19,41
11,8
10,16
26,44
5,0
16,13
29,41
24,18
47,25
11,36
45,18
31,28
14,8
34,23
32,41
12,39
5,3
41,27
0,1
19,49
27,47
44,2
3,35
34,25
42,1
38,14
46,18
49,36
30,44
21,16
1,10
25,41
33,2
28,25
22,36
34,9
4,48
17,4
43,26
21,19
30,13
15,17
10,40
37,18
10,2
2,29
41,41
47,33
29,31
33,38
42,19
1,27
8,13
46,45
19,34
28,16
28,34
47,20
35,2
48,2
44,46
48,8
16,23
42,11
10,48
27,29
33,8
40,33
20,48
48,2
27,14
8,30
22,31
42,18
10,49
18,37
42,3
4,20
30,8
28,10
35,18
31,2
11,35
37,29
13,29
35,34
29,33
17,49
29,6
35,29
27,18
39,11
8,23
35,20
49,18
6,30
10,5
20,40
22,38
8,36
38,24
29,6
37,29
16,39
6,47
41,1
34,27
7,7
23,39
9,3
10,39
46,17
24,2
8,42
6,49
1,10
14,21
6,8
0,36
16,2
32,27
22,11
45,46
4,20
3,40
19,28
20,11
39,23
16,42
48,41
25,26
49,14
16,41
39,8
20,29
12,24
32,19
49,23
43,4
1,10
35,4
28,26
23,34
39,38
43,23
24,2
42,25
1,22
29,6
48,9
20,24
26,27
38,39
37,26
46,23
42,33
44,46
8,41
12,42
33,21
44,43
47,18
25,12
43,12
41,45
43,40
13,8
36,9
31,26
1,46
5,41
7,41
19,2
18,42
18,25
16,48
10,7
44,32
8,39
21,2
11,17
39,34
10,43
12,34
12,41
5,34
30,3
47,18
24,14
0,30
25,33
17,10
40,46
3,1
25,28
40,22
6,46
23,26
18,43
31,13
36,2
28,18
35,0
4,34
46,26
21,6
32,42
34,25
8,6
10,42
36,44
17,24
45,48
18,0
41,31
7,34
36,41
9,35
25,24
2,33
41,36
22,32
31,2
45,3
15,44
47,21
48,19
4,40
32,14
19,14
22,22
8,38
28,43
30,44
24,11
16,46
17,16
36,17
31,38
1,25
48,2
22,14
23,49
30,15
14,17
10,11
33,26
17,37
23,13
24,46
32,27
28,22
18,31
22,41
7,42
48,19
31,41
19,28
3,21
4,39
23,49
13,2
0,27
44,32
37,19
47,43
49,7
44,5
31,28
36,37
28,32
6,16
27,30
34,29
22,44
23,23
29,25
25,16
36,34
37,21
22,20
48,15
31,10
5,16
4,22
29,36
22,13
42,31
42,27
5,29
46,8
19,47
10,4
19,33
11,25
27,7
6,6
18,11
20,20
15,28
45,9
17,9
34,30
18,36
12,46
10,1
1,9
48,18
5,44
48,0
14,40
36,5
43,42
44,36
46,15
0,7
17,15
13,11
40,1
48,14
12,20
9,27
14,45
8,48
36,20
1,10
16,22
20,29
16,13
17,34
20,36
41,38
19,36
38,46
18,28
40,44
33,38
8,36
3,27
12,40
24,12
26,48
32,12
12,1
21,25
17,23
28,8
0,19
19,1
32,10
32,23
36,22
39,7
23,29
36,10
40,39
21,26
40,10
11,48
0,15
31,1
45,30
28,29
41,48
11,27
48,26
24,39
23,8
42,15
48,35
21,0
36,5
37,32
22,28
39,48
32,1
45,39
30,12
1,49
25,7
38,13
13,42
1,23
24,16
42,14
40,15
26,21
43,43
21,12
26,25
21,17
28,33
43,29
34,46
44,30
26,14
32,2
46,16
47,21
45,32
20,29
14,30
48,48
27,46
3,4
35,28
21,33
21,13
34,0
37,0
17,31
38,7
15,48
17,43
26,49
28,11
5,19
18,23
15,27
2,4
30,43
48,0
43,46
18,35
43,49
16,17
9,31
45,46
26,7
35,35
2,38
9,12
19,10
17,13
23,46
21,35
14,45
29,6
47,23
32,15
33,0
43,25
22,34
28,9
5,7
7,11
9,19
46,23
44,46
35,43
28,25
36,19
40,1
13,3
27,41
41,38
49,36
4,36
29,46
47,32
1,17
11,40
42,0
42,47
0,5
17,48
0,46
27,2
5,42
19,10
16,32
0,20
24,8
9,39
36,44
46,27
42,36
32,41
39,23
42,47
26,19
34,23
41,19
29,9
39,34
11,31
48,36
6,14
37,36
36,46
22,26
0,18
27,29
33,34
24,16
17,11
41,32
45,21
20,0
46,33
11,46
28,2
13,32
45,8
44,21
23,47
4,32
13,3
21,38
20,45
21,26
41,40
15,7
42,37
23,0
12,30
44,23
5,8
1,4
49,13
2,41
30,33
46,2
27,12
42,33
48,23
2,46
34,46
46,2
14,27
8,40
37,15
45,7
10,1
42,17
40,9
24,39
0,13
48,32
29,5
35,46
30,5
15,28
48,3
11,14
42,20
28,45
40,5
13,4
28,20
49,28
30,24
20,10
0,34
35,24
5,45
37,37
27,36
1,30
0,8
38,40
18,2
26,36
23,2
37,47
16,31
0,27
4,17
27,49
15,35
34,8
11,48
35,6
35,7
34,3
13,49
12,4
23,9
18,20
42,35
11,7
44,33
3,32
11,8
23,7
42,19
5,20
24,45
24,16
20,22
0,19
6,33
40,41
6,26
31,7
16,38
34,2
3,38
32,41
39,44
15,23
27,9
49,14
24,11
41,29
40,45
9,34
21,18
48,10
18,5
7,48
15,31
43,7
18,7
35,27
11,11
39,4
26,13
12,22
5,16
47,4
16,39
29,31
22,8
41,15
21,38
12,41
3,10
13,38
18,19
45,30
40,9
13,17
1,28
5,20
43,2
18,44
38,11
17,17
39,3
4,38
33,40
25,46
11,8
1,31
5,35
36,14
17,0
0,4
39,4
22,47
37,47
37,19
22,20
23,48
42,9
6,4
39,6
24,36
3,25
7,10
35,8
23,7
18,19
46,49
44,42
44,1
15,42
27,26
9,24
23,36
36,5
34,40
19,7
48,3
43,8
20,47
46,31
9,9
23,6
2,1
28,2
12,48
29,12
32,37
0,0
47,6
18,9
9,20
29,22
0,46
22,3
41,46
15,31
19,26
28,28
34,34
48,9
44,45
32,43
21,28
42,4
23,33
40,26
8,8
11,6
9,7
14,38
41,38
32,1
42,27
0,43
26,37
7,5
2,15
14,5
16,39
15,49
22,19
22,26
25,35
28,48
0,2
37,28
37,0
17,26
0,46
23,1
0,27
15,41
11,20
34,37
17,28
26,23
16,6
38,1
47,18
29,8
23,46
36,45
6,9
17,3
34,23
13,17
41,42
15,41
33,4
20,16
17,5
4,23
29,27
4,12
41,28
23,38
7,22
19,6
20,47
31,7
12,2
3,49
43,25
18,36
28,39
0,10
15,43
29,48
21,6
23,17
49,39
0,9
22,46
28,19
34,46
14,38
41,44
29,22
47,4
11,17
34,18
8,36
11,39
2,25
4,15
35,31
12,15
47,49
6,14
4,0
7,5
15,17
43,8
37,48
16,47
3,29
41,14
24,19
0,44
18,19
31,13
46,16
2,9
27,28
45,17
29,41
0,4
42,36
31,14
0,30
43,45
6,17
11,1
23,15
3,40
22,27
26,28
37,17
1,20
38,40
41,15
33,17
26,26
10,26
27,35
6,26
34,17
22,16
0,5
36,5
43,47
22,30
48,11
4,0
32,24
39,44
9,1
8,18
35,24
26,33
40,3
37,6
0,10
30,43
45,1
43,35
7,3
18,11
30,7
43,25
24,21
11,22
29,7
1,49
30,26
38,40
19,4
36,44
14,4
5,34
26,28
43,13
10,7
17,15
5,29
11,44
39,37
31,2
15,1
2,41
18,1
34,22
19,29
33,20
9,19
32,35
7,40
9,46
38,10
41,20
18,46
16,23
43,8
39,19
42,40
19,10
14,3
5,42
32,29
